x_coord,y_coord
6.3129182917758815,4.518003120069025
9.060613536917845,15.207784304405731
5.3396452777992405,8.827707429990536
2.1785636407367237,4.348734702747105
17.363329585707568,12.405026283259
12.594570356539647,2.8244701994177412
7.050374158346302,1.7751036188534308
1.350751987293417,8.751224958628773
12.527011837235026,5.7837638372083955
11.97321719794256,5.461384619947851
1.8443450220549962,10.98089507191003
1.137031027586548,19.303172977307423
4.742643994562748,13.848126885690096
4.708073407763253,12.895834946270208
15.487427641378577,14.516585435605514
0.8520226212964621,18.766002008732862
7.09390557956977,0.9458894287194308
9.383332072427422,0.043811050131823404
15.351598390152262,6.927493264713069
17.27033275628265,13.559477398990602
15.55240952676433,6.282304095620422
