,x_coord,y_coord
0,6.3129182917758815,17.27033275628265
1,9.060613536917845,15.55240952676433
2,5.3396452777992405,4.518003120069025
3,2.1785636407367237,15.207784304405731
4,17.363329585707568,8.827707429990536
5,12.594570356539647,4.348734702747105
6,7.050374158346302,12.405026283259
7,1.350751987293417,2.8244701994177412
8,12.527011837235026,1.7751036188534308
9,11.97321719794256,8.751224958628773
10,1.8443450220549962,5.7837638372083955
11,1.137031027586548,5.461384619947851
12,4.742643994562748,10.98089507191003
13,4.708073407763253,19.303172977307423
14,15.487427641378577,13.848126885690096
15,0.8520226212964621,12.895834946270208
16,7.09390557956977,14.516585435605514
17,9.383332072427422,18.766002008732862
18,15.351598390152262,0.9458894287194308
