,x_coord,y_coord
0,6.3129182917758815,9.383332072427422
1,9.060613536917845,15.351598390152262
2,5.3396452777992405,17.27033275628265
3,2.1785636407367237,15.55240952676433
4,17.363329585707568,4.518003120069025
5,12.594570356539647,15.207784304405731
6,7.050374158346302,8.827707429990536
7,1.350751987293417,4.348734702747105
8,12.527011837235026,12.405026283259
9,11.97321719794256,2.8244701994177412
10,1.8443450220549962,1.7751036188534308
11,1.137031027586548,8.751224958628773
12,4.742643994562748,5.7837638372083955
13,4.708073407763253,5.461384619947851
14,15.487427641378577,10.98089507191003
15,0.8520226212964621,19.303172977307423
16,7.09390557956977,13.848126885690096
